web-scraper-order,web-scraper-start-url,text
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"259 Œuvre à la fois commune et personnelle, toute l’économie divine fait connaître et la propriété des personnes divines et leur unique nature. Aussi, toute la vie chrétienne est communion avec chacune des personnes divines, sans aucunement les séparer. Celui qui rend gloire au Père le fait par le Fils dans l’Esprit Saint ; celui qui suit le Christ, le fait parce que le Père l’attire (cf. Jn 6, 44) et que l’Esprit le meut (cf. Rm 8, 14)."
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"260 La fin ultime de toute l’économie divine, c’est l’entrée des créatures dans l’unité parfaite de la Bienheureuse Trinité (cf. Jn 17, 21-23). Mais dès maintenant nous sommes appelés à être habités par la Très Sainte Trinité : "" Si quelqu’un m’aime, dit le Seigneur, il gardera ma parole, et mon Père l’aimera et nous viendrons à lui, et nous ferons chez lui notre demeure "" (Jn 14, 23) :"
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"261 Le mystère de la Très Sainte Trinité est le mystère central de la foi et de la vie chrétienne. Dieu seul peut nous en donner la connaissance en Se révélant comme Père, Fils et Saint-Esprit."
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"262 L’Incarnation du Fils de Dieu révèle que Dieu est le Père éternel, et que le Fils est consubstantiel au Père, c’est-à-dire qu’il est en lui et avec lui le même Dieu unique."
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"263 La mission du Saint-Esprit, envoyé par le Père au nom du Fils (cf. Jn 14, 26) et par le Fils "" d’auprès du Père "" (Jn 15, 26) révèle qu’il est avec eux le même Dieu unique. "" Avec le Père et le Fils il reçoit même adoration et même gloire ""."
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"264 "" Le Saint-Esprit procède du Père en tant que source première et, par le don éternel de celui-ci au Fils, du Père et du Fils en communion "" (S. Augustin, Trin. 15, 26, 47)."
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"265 Par la grâce du baptême "" au nom du Père et du Fils et du Saint-Esprit "", nous sommes appelés à partager la vie de la Bienheureuse Trinité, ici-bas dans l’obscurité de la foi, et au-delà de la mort, dans la lumière éternelle (cf. SPF 9)."
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"266 "" La foi catholique consiste en ceci : vénérer un seul Dieu dans la Trinité, et la Trinité dans l’Unité, sans confondre les personnes, sans diviser la substance : car autre est la personne du Père, autre celle du Fils, autre celle de l’Esprit Saint ; mais du Père, du Fils et de l’Esprit Saint une est la divinité, égale la gloire, coéternelle la majesté "" (Symbolum "" Quicumque "" (DS 75)."
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"267 Inséparables dans ce qu’elles sont, les personnes divines sont aussi inséparables dans ce qu’elles font. Mais dans l’unique opération divine chacune manifeste ce qui lui est propre dans la Trinité, surtout dans les missions divines de l’Incarnation du Fils et du don du Saint-Esprit."
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"Avant toutes choses, gardez-moi ce bon dépôt, pour lequel je vis et je combats, avec lequel je veux mourir, qui me fait supporter tous les maux et mépriser tous les plaisirs : je veux dire la profession de foi en le Père et le Fils et le Saint-Esprit. Je vous la confie aujourd’hui. C’est par elle que je vais tout à l’heure vous plonger dans l’eau et vous en élever. Je vous la donne pour compagne et patronne de toute votre vie. Je vous donne une seule Divinité et Puissance, existant Une dans les Trois, et contenant les Trois d’une manière distincte. Divinité sans disparate de substance ou de nature, sans degré supérieur qui élève ou degré inférieur qui abaisse. (...) C’est de trois infinis l’infinie connaturalité. Dieu tout entier chacun considéré en soi-même (...), Dieu les Trois considérés ensemble (...). Je n’ai pas commencé de penser à l’Unité que la Trinité me baigne dans sa splendeur. Je n’ai pas commencé de penser à la Trinité que l’unité me ressaisit ... (or. 40, 41 : PG 36, 417)."
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,EN BREF
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"I. "" Au nom du Père et du Fils et du Saint Esprit """
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,II. La révélation de Dieu comme Trinité
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,III. La Sainte Trinité dans la doctrine de la foi
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,IV. Les œuvres divines et les missions trinitaires
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,La formation du dogme trinitaire
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,Le dogme de la Sainte Trinité
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,Le Père et le Fils révélés par l’Esprit
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,Le Père révélé par le Fils
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,"O mon Dieu, Trinité que j’adore, aidez-moi à m’oublier entièrement pour m’établir en Vous, immobile et paisible comme si déjà mon âme était dans l’éternité ; que rien ne puisse troubler ma paix ni me faire sortir de Vous, ô mon Immuable, mais que chaque minute m’emporte plus loin dans la profondeur de votre mystère ! Pacifiez mon âme. Faites-en votre ciel, votre demeure aimée et le lieu de votre repos. Que je ne Vous y laisse jamais seul, mais que je sois là, toute entière, toute éveillée en ma foi, toute adorante, toute livrée à votre action créatrice (Prière de la Bienheureuse Élisabeth de la Trinité)."
Paragraphe 2. LE PERE,http://www.vatican.va/archive/FRA0013/__P18.HTM,Paragraphe 2. LE PERE
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,""" Tout ce qu’Il veut, Il le fait "" (Ps 115, 3)"
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,""" Tu as pitié de tous, parce que Tu peux tout "" (Sg 11, 23)"
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"268 De tous les attributs divins, seule la Toute-Puissance de Dieu est nommée dans le Symbole : la confesser est d’une grande portée pour notre vie. Nous croyons qu’elle est universelle, car Dieu qui a tout créé (cf. Gn 1, 1 ; Jn 1, 3), régit tout et peut tout ; aimante, car Dieu est notre Père (cf. Mt 6, 9) ; mystérieuse, car seule la foi peut la discerner lorsqu’ "" elle se déploie dans la faiblesse "" (2 Co 12, 9 ; cf. 1 Co 1, 18)."
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"269 Les Saintes Écritures confessent à maintes reprises la puissance universelle de Dieu. Il est appelé "" Le Puissant de Jacob "" (Gn 49, 24 ; Is 1, 24 e.a.), "" le Seigneur des armées "", "" le Fort, le Vaillant "" (Ps 24, 8-10). Si Dieu est Tout-Puissant "" au ciel et sur la terre "" (Ps 135, 6), c’est qu’il les a faits. Rien ne lui est donc impossible (cf. Jr 32, 17 ; Lc 1, 37) et il dispose à son gré de son œuvre (cf. Jr 27, 5) ; il est le Seigneur de l’univers dont il a établi l’ordre qui lui demeure entièrement soumis et disponible ; il est le Maître de l’histoire : il gouverne les cœurs et les événements selon son gré (cf. Est 4, 17b ; Pr 21, 1 ; Tb 13, 2) : "" Ta grande puissance est toujours à ton service, et qui peut résister à la force de ton bras ? "" (Sg 11, 21)."
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"270 Dieu est le Père Tout-Puissant. Sa paternité et sa puissance s’éclairent mutuellement. En effet, il montre sa Toute-Puissance paternelle par la manière dont Il prend soin de nos besoins (cf. Mt 6, 32) ; par l’adoption filiale qu’il nous donne ("" Je serai pour vous un père, et vous serez pour moi des fils et des filles, dit le Seigneur Tout-Puissant "" : 2 Co 6, 18) ; enfin par sa miséricorde infinie, puisqu’il montre sa puissance au plus haut point en pardonnant librement les péchés."
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"271 La Toute-Puissance divine n’est nullement arbitraire : "" En Dieu la puissance et l’essence, la volonté et l’intelligence, la sagesse et la justice sont une seule et même chose, de sorte que rien ne peut être dans la puissance divine qui ne puisse être dans la juste volonté de Dieu ou dans sa sage intelligence "" (S. Thomas d’A., s. th. 1, 25, 5, ad 1)."
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"272 La foi en Dieu le Père Tout-Puissant peut-être mise à l’épreuve par l’expérience du mal et de la souffrance. Parfois Dieu peut sembler absent et incapable d’empêcher le mal. Or, Dieu le Père a révélé sa Toute-Puissance de la façon la plus mystérieuse dans l’abaissement volontaire et dans la Résurrection de son Fils, par lesquels Il a vaincu le mal. Ainsi, le Christ crucifié est "" puissance de Dieu et sagesse de Dieu. Car ce qui est folie de Dieu est plus sage que les hommes et ce qui est faiblesse de Dieu est plus fort que les hommes "" (1 Co 1, 24-25). C’est dans la Résurrection et dans l’exaltation du Christ que le Père a "" déployé la vigueur de sa force "" et manifesté "" quelle extraordinaire grandeur revêt sa puissance pour nous les croyants "" (Ep 1, 19-22)."
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"273 Seule la foi peut adhérer aux voies mystérieuses de la Toute-Puissance de Dieu. Cette foi se glorifie de ses faiblesses afin d’attirer sur elle la puissance du Christ (cf. 2 Co 12, 9 ; Ph 4, 13). De cette foi, la Vierge Marie est le suprême modèle, elle qui a cru que "" rien n’est impossible à Dieu "" (Lc 1, 37) et qui a pu magnifier le Seigneur : "" Le Puissant fit pour moi des merveilles, saint est son nom "" (Lc 1, 49)."
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"274 "" Rien n’est donc plus propre à affermir notre Foi et notre Espérance que la conviction profondément gravée dans nos âmes que rien n’est impossible à Dieu. Car tout ce que [le Credo] nous proposera ensuite à croire, les choses les plus grandes, les plus incompréhensibles, aussi bien que les plus élevées au-dessus des lois ordinaires de la nature, dès que notre raison aura seulement l’idée de la Toute-Puissance divine, elle les admettra facilement et sans hésitation aucune "" (Catech. R. 1, 2, 13)."
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"275 Avec Job, le juste, nous confessons : "" Je sais que Tu es Tout-Puissant : ce que Tu conçois, Tu peux le réaliser "" (Jb 42, 2)."
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"276 Fidèle au témoignage de l’Écriture, l’Église adresse souvent sa prière au "" Dieu Tout-Puissant et éternel "" ("" omnipotens sempiterne Deus... ""), croyant fermement que "" rien n’est impossible à Dieu "" (Lc 1, 37 ; cf. Gn 18, 14 ; Mt 19, 26)."
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"277 Dieu manifeste sa Toute-Puissance en nous convertissant de nos péchés et en nous rétablissant dans son amitié par la grâce : "" Dieu, qui donnes la preuve suprême de ta puissance, lorsque tu patientes et prends pitié... "" (MR, collecte du 26e dimanche)."
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,"278 A moins de croire que l’amour de Dieu est Tout-Puissant, comment croire que le Père a pu nous créer, le Fils nous racheter, l’Esprit Saint nous sanctifier ?"
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,EN BREF
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,Le mystère de l’apparente impuissance de Dieu
Paragraphe 3. LE TOUT-PUISSANT,http://www.vatican.va/archive/FRA0013/__P19.HTM,Paragraphe 3. LE TOUT-PUISSANT
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"279 "" Au commencement, Dieu créa le ciel et la terre "" (Gn 1, 1). C’est avec ces paroles solennelles que commence l’Écriture Sainte. Le Symbole de la foi reprend ces paroles en confessant Dieu le Père Tout-puissant comme "" le Créateur du ciel et de la terre "", "" de l’univers visible et invisible "". Nous parlerons donc d’abord du Créateur, ensuite de sa création, enfin de la chute du péché dont Jésus-Christ, le Fils de Dieu, est venu nous relever."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"280 La création est le fondement de "" tous les desseins salvifiques de Dieu "", "" le commencement de l’histoire du salut "" (DCG 51) qui culmine dans le Christ. Inversement, le mystère du Christ est la lumière décisive sur le mystère de la création ; il révèle la fin en vue de laquelle, "" au commencement, Dieu créa le ciel et la terre "" (Gn 1, 1) : dès le commencement, Dieu avait en vue la gloire de la nouvelle création dans le Christ (cf. Rm 8, 18-23)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"281 C’est pour cela que les lectures de la Nuit Pascale, célébration de la création nouvelle dans le Christ, commencent par le récit de la création ; de même, dans la liturgie byzantine, le récit de la création constitue toujours la première lecture des vigiles des grandes fêtes du Seigneur. Selon le témoignage des anciens, l’instruction des catéchumènes pour le baptême suit le même chemin (cf. Ethérie, pereg. 46 : PLS 1, 1089-1090 ; S. Augustin, catech. 3, 5)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"282 La catéchèse sur la Création revêt une importance capitale. Elle concerne les fondements mêmes de la vie humaine et chrétienne : car elle explicite la réponse de la foi chrétienne à la question élémentaire que les hommes de tous les temps se sont posée : "" D’où venons-nous ? "" "" Où allons-nous ? "" "" Quelle est notre origine ? "" "" Quelle est notre fin ? "" "" D’où vient et où va tout ce qui existe ? "" Les deux questions, celle de l’origine et celle de la fin, sont inséparables. Elles sont décisives pour le sens et l’orientation de notre vie et de notre agir."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"283 La question des origines du monde et de l’homme fait l’objet de nombreuses recherches scientifiques qui ont magnifiquement enrichi nos connaissances sur l’âge et les dimensions du cosmos, le devenir des formes vivantes, l’apparition de l’homme. Ces découvertes nous invitent à admirer d’autant plus la grandeur du Créateur, de lui rendre grâce pour toutes ses œuvres et pour l’intelligence et la sagesse qu’il donne aux savants et aux chercheurs. Avec Salomon, ceux-ci peuvent dire : "" C’est Lui qui m’a donné la science vraie de ce qui est, qui m’a fait connaître la structure du monde et les propriétés des éléments (...) car c’est l’ouvrière de toutes choses qui m’a instruit, la Sagesse "" (Sg 7, 17-21)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"284 Le grand intérêt réservé à ces recherches est fortement stimulé par une question d’un autre ordre, et qui dépasse le domaine propre des sciences naturelles. Il ne s’agit pas seulement de savoir quand et comment a surgi matériellement le cosmos, ni quand l’homme est apparu, mais plutôt de découvrir quel est le sens d’une telle origine : si elle est gouvernée par le hasard, un destin aveugle, une nécessité anonyme, ou bien par un Être transcendant, intelligent et bon, appelé Dieu. Et si le monde provient de la sagesse et de la bonté de Dieu, pourquoi le mal ? D’où vient-il ? Qui en est responsable ? Et y en a-t-il une libération ?"
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"285 Depuis ses débuts, la foi chrétienne a été confrontée à des réponses différentes de la sienne sur la question des origines. Ainsi, on trouve dans les religions et les cultures anciennes de nombreux mythes concernant les origines. Certains philosophes ont dit que tout est Dieu, que le monde est Dieu, ou que le devenir du monde est le devenir de Dieu (panthéisme) ; d’autres ont dit que le monde est une émanation nécessaire de Dieu, s’écoulant de cette source et retournant vers elle ; d’autres encore ont affirmé l’existence de deux principes éternels, le Bien et le Mal, la Lumière et les Ténèbres, en lutte permanente (dualisme, manichéisme) ; selon certaines de ces conceptions, le monde (au moins le monde matériel) serait mauvais, produit d’une déchéance, et donc à rejeter ou à dépasser (gnose) ; d’autres admettent que le monde ait été fait par Dieu, mais à la manière d’un horloger qui l’aurait, une fois fait, abandonné à lui-même (déisme) ; d’autres enfin n’acceptent aucune origine transcendante du monde, mais y voient le pur jeu d’une matière qui aurait toujours existé (matérialisme). Toutes ces tentatives témoignent de la permanence et de l’universalité de la question des origines. Cette quête est propre à l’homme."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"286 L’intelligence humaine peut, certes, déjà trouver une réponse à la question des origines. En effet, l’existence de Dieu le Créateur peut être connue avec certitude par ses œuvres grâce à la lumière de la raison humaine (cf. DS 3026), même si cette connaissance est souvent obscurcie et défigurée par l’erreur. C’est pourquoi la foi vient confirmer et éclairer la raison dans la juste intelligence de cette vérité : "" Par la foi, nous comprenons que les mondes ont été formés par une parole de Dieu, de sorte que ce que l’on voit provient de ce qui n’est pas apparent "" (He 11, 3)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"287 La vérité de la création est si importante pour toute la vie humaine que Dieu, dans sa tendresse, a voulu révéler à son Peuple tout ce qui est salutaire à connaître à ce sujet. Au-delà de la connaissance naturelle que tout homme peut avoir du Créateur (cf. Ac 17, 24-29 ; Rm 1, 19-20), Dieu a progressivement révélé à Israël le mystère de la création. Lui qui a choisi les patriarches, qui a fait sortir Israël d’Égypte, et qui, en élisant Israël, l’a créé et formé (cf. Is 43, 1), il se révèle comme celui à qui appartiennent tous les peuples de la terre, et la terre entière, comme celui qui, seul, "" a fait le ciel et la terre "" (Ps 115, 15 ; 124, 8 ; 134, 3)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"288 Ainsi, la révélation de la création est inséparable de la révélation et de la réalisation de l’alliance de Dieu, l’Unique, avec son Peuple. La création est révélée comme le premier pas vers cette alliance, comme le premier et universel témoignage de l’amour Tout-Puissant de Dieu (cf. Gn 15, 5 ; Jr 33, 19-26). Aussi, la vérité de la création s’exprime-t-elle avec une vigueur croissante dans le message des prophètes (cf. Is 44, 24), dans la prière des psaumes (cf. Ps 104) et de la liturgie, dans la réflexion de la sagesse (cf. Pr 8, 22-31) du Peuple élu."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"289 Parmi toutes les paroles de l’Écriture Sainte sur la création, les trois premiers chapitres de la Genèse tiennent une place unique. Du point de vue littéraire ces textes peuvent avoir diverses sources. Les auteurs inspirés les ont placés au commencement de l’Écriture de sorte qu’ils expriment, dans leur langage solennel, les vérités de la création, de son origine et de sa fin en Dieu, de son ordre et de sa bonté, de la vocation de l’homme, enfin du drame du péché et de l’espérance du salut. Lues à la lumière du Christ, dans l’unité de l’Écriture Sainte et dans la Tradition vivante de l’Église, ces paroles demeurent la source principale pour la catéchèse des mystères du "" commencement "" : création, chute, promesse du salut."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"290 "" Au commencement, Dieu créa le ciel et la terre "" (Gn 1, 1) : trois choses sont affirmées dans ces premières paroles de l’Écriture : le Dieu éternel a posé un commencement à tout ce qui existe en dehors de lui. Lui seul est créateur (le verbe "" créer "" – en hébreu bara – a toujours pour sujet Dieu). La totalité de ce qui existe (exprimé par la formule "" le ciel et la terre "") dépend de Celui qui lui donne d’être."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"291 "" Au commencement était le Verbe (...) et le Verbe était Dieu. (...) Tout a été fait par lui et sans lui rien n’a été fait "" (Jn 1, 1-3). Le Nouveau Testament révèle que Dieu a tout créé par le Verbe Éternel, son Fils bien-aimé. C’est en lui "" qu’ont été créées toutes choses, dans les cieux et sur la terre (...) tout a été créé par lui et pour lui. Il est avant toute chose et tout subsiste en lui "" (Col 1, 16-17). La foi de l’Église affirme de même l’action créatrice de l’Esprit Saint : il est le "" donateur de vie "" (Symbole de Nicée-Constantinople), "" l’Esprit Créateur "" ("" Veni, Creator Spiritus ""), la "" Source de tout bien "" (Liturgie byzantine, Tropaire des vêpres de Pentecôte)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"292 Insinuée dans l’Ancien Testament (cf. Ps 33, 6 ; 104, 30 ; Gn 1, 2-3), révélée dans la Nouvelle Alliance, l’action créatrice du Fils et de l’Esprit, inséparablement une avec celle du Père, est clairement affirmée par la règle de foi de l’Église : "" Il n’existe qu’un seul Dieu (...) : il est le Père, il est Dieu, il est le Créateur, il est l’Auteur, il est l’Ordonnateur. Il a fait toutes choses par lui-même, c’est-à-dire par son Verbe et par sa Sagesse "" (S. Irénée, hær. 2, 30, 9), "" par le Fils et l’Esprit "" qui sont comme "" ses mains "" (ibid., 4, 20, 1). La création est l’œuvre commune de la Sainte Trinité."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"293 C’est une vérité fondamentale que l’Écriture et la Tradition ne cessent d’enseigner et de célébrer : "" Le monde a été créé pour la gloire de Dieu "" (Cc. Vatican I : DS 3025). Dieu a créé toutes choses, explique S. Bonaventure, "" non pour accroître la Gloire, mais pour manifester et communiquer cette gloire "" (sent. 2, 1, 2, 2, 1). Car Dieu n’a pas d’autre raison pour créer que son amour et sa bonté : "" C’est la clef de l’amour qui a ouvert sa main pour produire les créatures "" (S. Thomas d’A., sent. 2, prol.) Et le premier Concile du Vatican explique :"
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"294 La gloire de Dieu c’est que se réalise cette manifestation et cette communication de sa bonté en vue desquelles le monde a été créé. Faire de nous "" des fils adoptifs par Jésus-Christ : tel fut le dessein bienveillant de Sa volonté à la louange de gloire de sa grâce "" (Ep 1, 5-6) : "" Car la gloire de Dieu, c’est l’homme vivant, et la vie de l’homme, c’est la vision de Dieu : si déjà la révélation de Dieu par la création procura la vie à tous les êtres qui vivent sur la terre, combien plus la manifestation du Père par le Verbe procure-t-elle la vie à ceux qui voient Dieu "" (S. Irénée, hær. 4, 20, 7). La fin ultime de la création, c’est que Dieu, "" qui est le Créateur de tous les êtres, devienne enfin ‘tout en tous’ (1 Co 15, 28), en procurant à la fois sa gloire et notre béatitude "" (AG 2)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"295 Nous croyons que Dieu a créé le monde selon sa sagesse (cf. Sg 9, 9). Il n’est pas le produit d’une nécessité quelconque, d’un destin aveugle ou du hasard. Nous croyons qu’il procède de la volonté libre de Dieu qui a voulu faire participer les créatures à son être, sa sagesse et sa bonté : "" Car c’est toi qui créas toutes choses ; tu as voulu qu’elles soient, et elles furent créées "" (Ap 4, 11). "" Que tes œuvres sont nombreuses, Seigneur ! Toutes avec sagesse tu les fis "" (Ps 104, 24). "" Le Seigneur est bonté envers tous, ses tendresses vont à toutes ses œuvres "" (Ps 145, 9)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"296 Nous croyons que Dieu n’a besoin de rien de préexistant ni d’aucune aide pour créer (cf. Cc. Vatican I : DS 3022). La création n’est pas non plus une émanation nécessaire de la substance divine (cf. Cc. Vatican I : DS 3023-3024). Dieu crée librement "" de rien "" (DS 800 ; 3025) :"
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"297 La foi en la création "" de rien "" est attestée dans l’Écriture comme une vérité pleine de promesse et d’espérance. Ainsi la mère des sept fils les encourage au martyre :"
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"298 Puisque Dieu peut créer de rien, il peut, par l’Esprit Saint, donner la vie de l’âme à des pécheurs en créant en eux un cœur pur (cf. Ps 51, 12), et la vie du corps aux défunts par la Résurrection, Lui "" qui donne la vie aux morts et appelle le néant à l’existence "" (Rm 4, 17). Et puisque, par sa Parole, il a pu faire resplendir la lumière des ténèbres (cf. Gn 1, 3), il peut aussi donner la lumière de la foi à ceux qui l’ignorent (cf. 2 Co 4, 6)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"299 Puisque Dieu crée avec sagesse, la création est ordonnée : "" Tu as tout disposé avec mesure, nombre et poids "" (Sg 11, 20). Créée dans et par le Verbe éternel, "" image du Dieu invisible "" (Col 1, 15), elle est destinée, adressée à l’homme, image de Dieu (cf. Gn 1, 26), appelé à une relation personnelle avec Dieu. Notre intelligence, participant à la lumière de l’Intellect divin, peut entendre ce que Dieu nous dit par sa création (cf. Ps 19, 2-5), certes non sans grand effort et dans un esprit d’humilité et de respect devant le Créateur et son œuvre (cf. Jb 42, 3). Issue de la bonté divine, la création participe à cette bonté ("" Et Dieu vit que cela était bon (...) très bon "" : Gn 1, 4. 10. 12. 18. 21. 31). Car la création est voulue par Dieu comme un don adressé à l’homme, comme un héritage qui lui est destiné et confié . L’Église a dû, à maintes reprises, défendre la bonté de la création, y compris du monde matériel (cf. DS 286 ; 455-463 ; 800 ; 1333 ; 3002)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"300 Dieu est infiniment plus grand que toutes ses œuvres (cf. Si 43, 28) : "" Sa majesté est plus haute que les cieux "" (Ps 8, 2), "" à sa grandeur point de mesure "" (Ps 145, 3). Mais parce qu’Il est le Créateur souverain et libre, cause première de tout ce qui existe, Il est présent au plus intime de ses créatures : "" En Lui nous avons la vie, le mouvement et l’être "" (Ac 17, 28). Selon les paroles de S. Augustin, Il est "" plus haut que le plus haut de moi, plus intime que le plus intime "" (Conf. 3, 6, 11)."
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"301 Avec la création, Dieu n’abandonne pas sa créature à elle-même. Il ne lui donne pas seulement d’être et d’exister, il la maintient à chaque instant dans l’être, lui donne d’agir et la porte à son terme. Reconnaître cette dépendance complète par rapport au Créateur est une source de sagesse et de liberté, de joie et de confiance :"
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"302 La création a sa bonté et sa perfection propres, mais elle n’est pas sortie tout achevée des mains du Créateur. Elle est créée dans un état de cheminement ("" in statu viæ "") vers une perfection ultime encore à atteindre, à laquelle Dieu l’a destinée. Nous appelons divine providence les dispositions par lesquelles Dieu conduit sa création vers cette perfection :"
Paragraphe 4. LE CREATEUR,http://www.vatican.va/archive/FRA0013/__P1A.HTM,"303 Le témoignage de l’Écriture est unanime : la sollicitude de la divine providence est concrète et immédiate, elle prend soin de tout, des moindres petites choses jusqu’aux grands événements du monde et de l’histoire. Avec force, les livres saints affirment la souveraineté absolue de Dieu dans le cours des événements : "" Notre Dieu, au ciel et sur la terre, tout ce qui lui plaît, Il le fait "" (Ps 115, 3) ; et du Christ il est dit : "" S’Il ouvre, nul ne fermera, et s’Il ferme, nul n’ouvrira "" (Ap 3, 7) ; "" Il y a beaucoup de pensées dans le cœur de l’homme, seul le dessein de Dieu se réalisera "" (Pr 19, 21)."
